#                                                                                                                                                                      $
#      ENTRAF is free for academic/noncommercial use                                                                                                                   $
#                                                                                                                                                                      $
#      User is not entitled to change or erase data sets of the ENTRAF database or to eliminate copyright notices from ENTRAF. Furthermore                             $
#      user is not entitled to expand ENTRAF or to integrate ENTRAF partly or as a whole into other databank systems     without prior written consent                 $
#      from IIMAS-UNAM.                                                                                                                                                $
#                                                                                                                                                                      $
# Citation                                                                                                                                                             $
#      Tenorio-Salgado   S. et al (2025) ENcyclopedia of TRAnscription Factors in Bacteria and Archaea genomes (ENTRAF) version 2.0.                                   $
#                                                                                                                                                                      $
# Contact                                                                                                                                                              $
#                                                                                                                                                                      $
#      ENTRAF Team                                                                                                                                                     $
#      Web Page: entraf.iimas.unam.mx                                                                                                                                  $
#      (ernesto.perez@iimas.unam.mx)                                                                                                                                   $
#                                                                                                                                                                      $
# Release: 2.0. Date: XX/XX/2025                                                                                                                                       $
# Interproscan annotations
#
ENTRAF_ID	PROTEIN_ID	LENGTH	PROGRAM	IDENTIFICATOR	FUNCTION	START	END	EVALUE	INTERPRO_ID	INTERPRO_FUNCTION	GO annotation
ENTRAF0210	P9WMC7	195	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	37	60	5.40E-05	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0210	P9WMC7	195	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	10	70	18.382114	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0210	P9WMC7	195	SUPERFAMILY	SSF46689	Homeodomain-like	2	82	8.72E-14	IPR009057	Homedomain-like superfamily	-
ENTRAF0210	P9WMC7	195	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	2	195	3.20E-10	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0210	P9WMC7	195	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	16	61	5.40E-05	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0211	P9WMD1	202	SUPERFAMILY	SSF48498	"Tetracyclin repressor-like, C-terminal domain"	86	195	4.45E-21	IPR036271	"Tetracyclin repressor-like, C-terminal domain superfamily"	-
ENTRAF0211	P9WMD1	202	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	68	200	1.10E-28	-	-	-
ENTRAF0211	P9WMD1	202	Gene3D	G3DSA:1.10.10.60	-	7	67	1.20E-16	-	-	-
ENTRAF0211	P9WMD1	202	ProSitePatterns	PS01081	TetR-type HTH domain signature.	37	68	-	IPR023772	"DNA-binding HTH domain, TetR-type, conserved site"	-
ENTRAF0211	P9WMD1	202	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	25	38	6.80E-06	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0211	P9WMD1	202	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	46	69	6.80E-06	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0211	P9WMD1	202	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	25	71	4.20E-12	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0211	P9WMD1	202	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	-	-	-
ENTRAF0211	P9WMD1	202	Pfam	PF16859	"Tetracyclin repressor-like, C-terminal domain"	82	192	2.30E-21	IPR011075	"Tetracyclin repressor-like, C-terminal domain"	-
ENTRAF0211	P9WMD1	202	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	19	79	19.794256	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0211	P9WMD1	202	SUPERFAMILY	SSF46689	Homeodomain-like	21	78	1.70E-13	IPR009057	Homedomain-like superfamily	-
ENTRAF0211	P9WMD1	202	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	10	188	1.90E-21	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0212	P9WMD3	261	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	21	67	4.40E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0212	P9WMD3	261	SUPERFAMILY	SSF46689	Homeodomain-like	10	75	1.80E-10	IPR009057	Homedomain-like superfamily	-
ENTRAF0212	P9WMD3	261	SUPERFAMILY	SSF48498	"Tetracyclin repressor-like, C-terminal domain"	81	231	2.00E-24	IPR036271	"Tetracyclin repressor-like, C-terminal domain superfamily"	-
ENTRAF0212	P9WMD3	261	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	5	252	6.70E-20	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0212	P9WMD3	261	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	15	75	17.21438	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0212	P9WMD3	261	ProSitePatterns	PS01081	TetR-type HTH domain signature.	33	64	-	IPR023772	"DNA-binding HTH domain, TetR-type, conserved site"	-
ENTRAF0212	P9WMD3	261	MobiDBLite	mobidb-lite	consensus disorder prediction	234	261	-	-	-	-
ENTRAF0212	P9WMD3	261	MobiDBLite	mobidb-lite	consensus disorder prediction	241	261	-	-	-	-
ENTRAF0212	P9WMD3	261	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	79	226	8.40E-23	-	-	-
ENTRAF0212	P9WMD3	261	Pfam	PF02909	"Tetracyclin repressor-like, C-terminal domain"	80	222	5.60E-10	IPR004111	"Tetracycline repressor TetR, C-terminal"	GO:0045892(InterPro)
ENTRAF0212	P9WMD3	261	Gene3D	G3DSA:1.10.10.60	-	2	77	5.70E-18	-	-	-
ENTRAF0213	P9WMD5	202	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	16	187	2.60E-25	-	-	-
ENTRAF0213	P9WMD5	202	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	19	32	1.90E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0213	P9WMD5	202	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	40	63	1.90E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0213	P9WMD5	202	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	19	63	3.70E-12	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0213	P9WMD5	202	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	10	175	8.60E-16	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0213	P9WMD5	202	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	13	73	22.455603	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0213	P9WMD5	202	SUPERFAMILY	SSF46689	Homeodomain-like	9	91	2.05E-17	IPR009057	Homedomain-like superfamily	-
ENTRAF0214	P9WMD7	213	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	17	208	1.60E-22	-	-	-
ENTRAF0214	P9WMD7	213	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	-	-	-
ENTRAF0214	P9WMD7	213	MobiDBLite	mobidb-lite	consensus disorder prediction	1	14	-	-	-	-
ENTRAF0214	P9WMD7	213	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	20	180	1.20E-09	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0214	P9WMD7	213	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	56	79	8.70E-06	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0214	P9WMD7	213	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	35	48	8.70E-06	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0214	P9WMD7	213	SUPERFAMILY	SSF46689	Homeodomain-like	24	88	1.85E-13	IPR009057	Homedomain-like superfamily	-
ENTRAF0214	P9WMD7	213	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	29	89	19.658474	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0214	P9WMD7	213	ProSitePatterns	PS01081	TetR-type HTH domain signature.	47	78	-	IPR023772	"DNA-binding HTH domain, TetR-type, conserved site"	-
ENTRAF0214	P9WMD7	213	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	36	81	5.00E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0215	P9WMD9	234	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	12	213	3.00E-26	-	-	-
ENTRAF0215	P9WMD9	234	SUPERFAMILY	SSF48498	"Tetracyclin repressor-like, C-terminal domain"	97	207	4.60E-24	IPR036271	"Tetracyclin repressor-like, C-terminal domain superfamily"	-
ENTRAF0215	P9WMD9	234	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	32	74	7.20E-05	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0215	P9WMD9	234	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	14	187	4.30E-15	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0215	P9WMD9	234	Pfam	PF19344	"Tetracyclin repressor-like, C-terminal domain"	89	206	0.0014	IPR045823	"Tetracyclin repressor-like MT0489/Rv0472c, C-terminal domain"	-
ENTRAF0215	P9WMD9	234	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	24	83	16.291056	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0215	P9WMD9	234	FunFam	G3DSA:1.10.357.10:FF:000017	TetR family transcriptional regulator	12	213	1.20E-136	-	-	-
ENTRAF0215	P9WMD9	234	SUPERFAMILY	SSF46689	Homeodomain-like	16	83	2.26E-13	IPR009057	Homedomain-like superfamily	-
ENTRAF0216	P9WME3	161	FunFam	G3DSA:1.10.10.10:FF:000444	Rrf2 family transcriptional regulator	1	141	1.00E-91	-	-	-
ENTRAF0216	P9WME3	161	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	2	132	3.52E-28	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0216	P9WME3	161	Gene3D	G3DSA:1.10.10.10	-	1	141	7.90E-38	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0216	P9WME3	161	ProSiteProfiles	PS51197	Rrf2-type HTH domain profile.	2	132	39.187321	IPR000944	Transcription regulator Rrf2	-
ENTRAF0216	P9WME3	161	PANTHER	PTHR33221	"WINGED HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, RRF2 FAMILY"	1	134	3.30E-36	IPR000944	Transcription regulator Rrf2	GO:0003700(PANTHER)|GO:0005829(PANTHER)|GO:0006355(PANTHER)
ENTRAF0216	P9WME3	161	Pfam	PF02082	Iron-dependent Transcriptional regulator	3	131	8.00E-31	IPR000944	Transcription regulator Rrf2	-
ENTRAF0216	P9WME3	161	ProSitePatterns	PS01332	Rrf2-type HTH domain signature.	49	67	-	IPR030489	"Transcription regulator Rrf2-type, conserved site"	-
ENTRAF0216	P9WME3	161	NCBIfam	TIGR00738	Rrf2 family transcriptional regulator	1	131	1.80E-36	IPR000944	Transcription regulator Rrf2	-
ENTRAF0217	P9WME7	247	PANTHER	PTHR30204	REDOX-CYCLING DRUG-SENSING TRANSCRIPTIONAL ACTIVATOR SOXR	11	163	2.30E-12	IPR047057	MerR transcriptional regulator	GO:0003700(InterPro)
ENTRAF0217	P9WME7	247	Gene3D	G3DSA:1.10.1660.10	-	10	96	2.40E-16	-	-	-
ENTRAF0217	P9WME7	247	SMART	SM00422	merrmega3	12	86	5.20E-20	IPR000551	MerR-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0217	P9WME7	247	Pfam	PF13411	MerR HTH family regulatory protein	28	84	7.20E-05	IPR000551	MerR-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0217	P9WME7	247	CDD	cd00592	HTH_MerR-like	12	90	1.50E-18	-	-	-
ENTRAF0217	P9WME7	247	SUPERFAMILY	SSF46955	Putative DNA-binding domain	27	92	5.04E-12	IPR009061	Putative DNA-binding domain superfamily	-
ENTRAF0217	P9WME7	247	ProSiteProfiles	PS50937	MerR-type HTH domain profile.	27	85	17.940865	IPR000551	MerR-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0217	P9WME7	247	FunFam	G3DSA:1.10.1660.10:FF:000011	MerR family transcriptional regulator	10	96	2.20E-57	-	-	-
ENTRAF0218	P9WMG5	240	SMART	SM00345	gntr3	15	74	3.70E-18	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0218	P9WMG5	240	Pfam	PF07729	FCD domain	113	223	1.20E-06	IPR011711	"GntR, C-terminal"	-
ENTRAF0218	P9WMG5	240	Gene3D	G3DSA:1.20.120.530	-	83	235	1.70E-15	IPR008920	"Transcription regulator FadR/GntR, C-terminal"	-
ENTRAF0218	P9WMG5	240	SUPERFAMILY	SSF48008	GntR ligand-binding domain-like	101	230	2.88E-10	IPR008920	"Transcription regulator FadR/GntR, C-terminal"	-
ENTRAF0218	P9WMG5	240	FunFam	G3DSA:1.10.10.10:FF:000693	GntR family transcriptional regulator	6	82	4.40E-51	-	-	-
ENTRAF0218	P9WMG5	240	PRINTS	PR00035	GntR bacterial regulatory protein HTH signature	48	64	7.20E-11	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0218	P9WMG5	240	PRINTS	PR00035	GntR bacterial regulatory protein HTH signature	34	48	7.20E-11	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0218	P9WMG5	240	PANTHER	PTHR43537	"TRANSCRIPTIONAL REGULATOR, GNTR FAMILY"	5	228	4.30E-32	-	-	-
ENTRAF0218	P9WMG5	240	SMART	SM00895	FCD_2	103	224	2.10E-07	IPR011711	"GntR, C-terminal"	-
ENTRAF0218	P9WMG5	240	Pfam	PF00392	"Bacterial regulatory proteins, gntR family"	13	74	1.90E-16	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0218	P9WMG5	240	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	4	78	1.07E-20	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0218	P9WMG5	240	CDD	cd07377	WHTH_GntR	13	75	6.81E-21	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0218	P9WMG5	240	Gene3D	G3DSA:1.10.10.10	-	6	82	4.20E-22	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0218	P9WMG5	240	ProSiteProfiles	PS50949	GntR-type HTH domain profile.	9	77	23.227915	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0219	P9WMG7	242	SMART	SM00345	gntr3	23	82	4.30E-21	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0219	P9WMG7	242	PRINTS	PR00035	GntR bacterial regulatory protein HTH signature	42	56	2.50E-09	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0219	P9WMG7	242	PRINTS	PR00035	GntR bacterial regulatory protein HTH signature	56	72	2.50E-09	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0219	P9WMG7	242	ProSiteProfiles	PS50949	GntR-type HTH domain profile.	17	85	23.386187	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0219	P9WMG7	242	CDD	cd07377	WHTH_GntR	21	83	2.16E-22	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0219	P9WMG7	242	Pfam	PF00392	"Bacterial regulatory proteins, gntR family"	21	82	1.10E-14	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0219	P9WMG7	242	PANTHER	PTHR43537	"TRANSCRIPTIONAL REGULATOR, GNTR FAMILY"	13	233	1.10E-33	-	-	-
ENTRAF0219	P9WMG7	242	Gene3D	G3DSA:1.10.10.10	-	15	85	5.70E-22	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0219	P9WMG7	242	SMART	SM00895	FCD_2	108	229	1.40E-09	IPR011711	"GntR, C-terminal"	-
ENTRAF0219	P9WMG7	242	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	12	86	3.37E-22	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0219	P9WMG7	242	Pfam	PF07729	FCD domain	108	228	9.40E-13	IPR011711	"GntR, C-terminal"	-
ENTRAF0219	P9WMG7	242	SUPERFAMILY	SSF48008	GntR ligand-binding domain-like	104	236	1.28E-15	IPR008920	"Transcription regulator FadR/GntR, C-terminal"	-
ENTRAF0219	P9WMG7	242	Gene3D	G3DSA:1.20.120.530	-	94	240	1.40E-13	IPR008920	"Transcription regulator FadR/GntR, C-terminal"	-
ENTRAF0220	P9WMG9	244	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	9	75	1.73E-14	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0220	P9WMG9	244	Pfam	PF00392	"Bacterial regulatory proteins, gntR family"	11	71	3.00E-09	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0220	P9WMG9	244	ProSiteProfiles	PS50949	GntR-type HTH domain profile.	7	74	17.600458	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0220	P9WMG9	244	PANTHER	PTHR43537	"TRANSCRIPTIONAL REGULATOR, GNTR FAMILY"	10	205	5.10E-21	-	-	-
ENTRAF0220	P9WMG9	244	CDD	cd07377	WHTH_GntR	11	71	1.14E-13	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0220	P9WMG9	244	SMART	SM00345	gntr3	13	71	2.00E-20	IPR000524	"Transcription regulator HTH, GntR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0220	P9WMG9	244	Gene3D	G3DSA:1.20.120.530	-	77	205	2.90E-05	IPR008920	"Transcription regulator FadR/GntR, C-terminal"	-
ENTRAF0220	P9WMG9	244	Gene3D	G3DSA:1.10.10.10	-	7	72	5.30E-16	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0221	P9WMH7	112	ProSiteProfiles	PS50943	Cro/C1-type HTH domain profile.	13	67	13.130154	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0221	P9WMH7	112	CDD	cd00093	HTH_XRE	10	65	2.82E-09	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0221	P9WMH7	112	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	5	72	1.01E-13	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0221	P9WMH7	112	NCBIfam	NF041677	transcriptional regulator ClgR	1	112	7.40E-50	IPR049655	Transcriptional regulator ClgR-like	-
ENTRAF0221	P9WMH7	112	SMART	SM00530	mbf_short4	12	67	6.30E-09	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0221	P9WMH7	112	Pfam	PF01381	Helix-turn-helix	13	65	2.60E-07	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0221	P9WMH7	112	Gene3D	G3DSA:1.10.260.40	-	1	83	1.10E-19	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0221	P9WMH7	112	FunFam	G3DSA:1.10.260.40:FF:000032	Transcriptional regulator ClgR	1	81	3.30E-38	-	-	-
ENTRAF0222	P9WMH9	140	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	19	82	6.76E-16	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0222	P9WMH9	140	ProSiteProfiles	PS50943	Cro/C1-type HTH domain profile.	26	80	15.305242	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0222	P9WMH9	140	SMART	SM00530	mbf_short4	25	80	2.60E-15	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0222	P9WMH9	140	FunFam	G3DSA:1.10.260.40:FF:000032	Transcriptional regulator ClgR	11	96	1.00E-33	-	-	-
ENTRAF0222	P9WMH9	140	CDD	cd00093	HTH_XRE	23	80	3.57E-15	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0222	P9WMH9	140	PANTHER	PTHR46797	HTH-TYPE TRANSCRIPTIONAL REGULATOR	19	88	2.60E-15	IPR050807	Bacterial transcriptional regulator/dioxygenase	GO:0003700(PANTHER)|GO:0005829(PANTHER)|GO:0006355(PANTHER)
ENTRAF0222	P9WMH9	140	Pfam	PF01381	Helix-turn-helix	26	79	1.20E-11	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0222	P9WMH9	140	Gene3D	G3DSA:1.10.260.40	-	8	86	1.10E-18	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0223	P9WMI1	474	PIRSF	PIRSF019251	Rv0465c	1	474	1.10E-197	IPR026281	HTH-type transcriptional regulator RamB	GO:0006355(InterPro)
ENTRAF0223	P9WMI1	474	FunFam	G3DSA:1.10.260.40:FF:000025	Cro/Cl family transcriptional regulator	2	75	2.70E-46	-	-	-
ENTRAF0223	P9WMI1	474	Pfam	PF06114	IrrE N-terminal-like domain	188	310	2.10E-23	IPR010359	IrrE N-terminal-like domain	-
ENTRAF0223	P9WMI1	474	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	3	69	7.04E-15	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0223	P9WMI1	474	NCBIfam	NF038139	acetate metabolism transcriptional regulator RamB	4	469	7.00E-257	-	-	-
ENTRAF0223	P9WMI1	474	PANTHER	PTHR46797	HTH-TYPE TRANSCRIPTIONAL REGULATOR	3	390	2.50E-27	IPR050807	Bacterial transcriptional regulator/dioxygenase	GO:0003700(PANTHER)|GO:0005829(PANTHER)|GO:0006355(PANTHER)
ENTRAF0223	P9WMI1	474	CDD	cd00093	HTH_XRE	7	64	1.83E-13	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0223	P9WMI1	474	SMART	SM00530	mbf_short4	9	64	8.40E-14	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0223	P9WMI1	474	ProSiteProfiles	PS50943	Cro/C1-type HTH domain profile.	10	64	14.470258	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0223	P9WMI1	474	Pfam	PF01381	Helix-turn-helix	10	63	1.90E-09	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0223	P9WMI1	474	Gene3D	G3DSA:1.10.260.40	-	2	75	1.80E-15	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0223	P9WMI1	474	Pfam	PF09856	"Short-chain fatty acyl coenzyme A regulator, C-terminal"	311	469	8.20E-67	IPR018653	"Short-chain fatty acyl coenzyme A regulators, C-terminal"	-
ENTRAF0224	P9WMI3	256	SMART	SM00530	mbf_short4	9	64	1.30E-10	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0224	P9WMI3	256	CDD	cd00093	HTH_XRE	7	61	3.31E-10	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0224	P9WMI3	256	Gene3D	G3DSA:1.10.260.40	-	1	83	1.30E-12	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0224	P9WMI3	256	Pfam	PF01381	Helix-turn-helix	10	61	1.40E-07	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0224	P9WMI3	256	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	4	62	5.09E-11	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0224	P9WMI3	256	ProSiteProfiles	PS50943	Cro/C1-type HTH domain profile.	10	64	13.22497	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0225	P9WMI5	135	Pfam	PF01022	"Bacterial regulatory protein, arsR family"	58	102	1.10E-11	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0225	P9WMI5	135	NCBIfam	NF033788	metalloregulator ArsR/SmtB family transcription factor	50	122	2.90E-21	-	-	-
ENTRAF0225	P9WMI5	135	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	38	123	3.01E-23	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0225	P9WMI5	135	PRINTS	PR00778	Bacterial regulatory protein ArsR family signature	71	82	1.90E-14	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0225	P9WMI5	135	PRINTS	PR00778	Bacterial regulatory protein ArsR family signature	84	99	1.90E-14	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0225	P9WMI5	135	PRINTS	PR00778	Bacterial regulatory protein ArsR family signature	52	67	1.90E-14	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0225	P9WMI5	135	PRINTS	PR00778	Bacterial regulatory protein ArsR family signature	99	114	1.90E-14	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0225	P9WMI5	135	MobiDBLite	mobidb-lite	consensus disorder prediction	11	31	-	-	-	-
ENTRAF0225	P9WMI5	135	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	-	-	-
ENTRAF0225	P9WMI5	135	PANTHER	PTHR43132	ARSENICAL RESISTANCE OPERON REPRESSOR ARSR-RELATED	39	131	2.70E-18	IPR051011	Metal-responsive transcriptional regulator	-
ENTRAF0225	P9WMI5	135	SMART	SM00418	arsrmega2	50	128	2.30E-28	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0225	P9WMI5	135	ProSiteProfiles	PS50987	ArsR-type HTH domain profile.	40	134	21.629047	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700(InterPro)|GO:0006355(InterPro)
